index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,色,都道府県,店舗
3812,300.1,38000,3,0,1,1,1,緑,千葉県,トヨタカローラ千葉 成田マイカーセンター
3813,333.8,7000,1,0,1,1,1,真珠Ｍ,神奈川県,トヨタモビリティ神奈川（旧神奈川トヨタ） 中古車タウン相模原北
3814,328.3,35000,3,0,1,1,1,黒,千葉県,トヨタカローラ千葉 塩浜展示場
3815,300.1,32000,3,0,1,1,1,黒,千葉県,トヨタカローラ千葉 茂原マイカーセンター
3816,193.1,53000,4,0,1,0,1,青灰,神奈川県,トヨタモビリティ神奈川（旧ネッツトヨタ湘南） 中古車タウン鵜野森
3817,288.7,50000,4,0,1,1,1,真珠Ｍ,千葉県,トヨタカローラ千葉 木更津マイカーセンター
3818,303.5,37000,3,0,1,1,1,薄緑,福島県,トヨタカローラ福島 西中央店
3819,229.1,17000,5,0,1,0,1,真珠Ｍ,千葉県,トヨタカローラ千葉 習志野マイカーセンター
3820,187.9,71000,7,0,1,1,1,真珠白,宮城県,宮城トヨタグループ ＭＴＧ古川北／宮城トヨタ自動車
3821,316.1,19000,3,0,1,1,1,灰,千葉県,トヨタカローラ千葉 八幡マイカーセンター
3822,306.1,19000,2,0,1,1,1,真珠Ｍ,千葉県,トヨタカローラ千葉 都町マイカーセンター
3823,275.8,67000,3,0,1,1,1,緑,千葉県,トヨタカローラ千葉 習志野マイカーセンター
3824,309.9,25000,2,0,1,1,1,青,千葉県,トヨタカローラ千葉 成東マイカーセンター
3825,162.1,38000,9,0,1,0,1,真珠Ｍ,千葉県,トヨタカローラ千葉 習志野マイカーセンター
3826,188.6,22000,8,0,1,0,1,銀,千葉県,トヨタカローラ千葉 木更津マイカーセンター
3827,258.3,36000,4,0,1,0,1,白真珠,三重県,トヨタカローラ三重（株） トヨタカローラ三重　Ｕ－Ｃａｒ四日市本社店
3828,69.9,202000,11,0,1,1,1,黒Ｍ,神奈川県,株式会社Ｒ１ＺＥ
3829,262.9,33000,3,0,1,0,1,緑,千葉県,トヨタカローラ千葉 習志野マイカーセンター
3830,211,39000,5,0,1,0,1,茶,広島県,アンフィニ広島 蔵王店
3831,180.1,21000,8,0,1,0,1,真珠Ｍ,千葉県,トヨタカローラ千葉 木更津マイカーセンター
3832,310.1,35000,3,0,1,1,1,真珠Ｍ,千葉県,トヨタカローラ千葉 成田マイカーセンター
3833,306.1,36000,3,0,1,1,1,薄茶,千葉県,トヨタカローラ千葉 成東マイカーセンター
3834,213.2,45000,7,0,1,1,1,黒Ｍ,神奈川県,トヨタモビリティ神奈川（旧神奈川トヨタ） 中古車タウン二俣川
3835,184.8,48000,8,0,1,0,1,真珠Ｍ,山形県,山形トヨタ自動車 新庄店
3836,316.1,12000,3,0,1,1,1,真珠Ｍ,千葉県,トヨタカローラ千葉 木更津マイカーセンター
3837,336.4,12000,2,0,1,1,1,黒,長野県,長野トヨタ チューカーボックス伊那店
3838,348.2,32000,3,0,1,1,1,緑,千葉県,トヨタカローラ千葉 木更津マイカーセンター
3839,318.2,26000,3,0,1,1,1,真珠Ｍ,長野県,長野トヨタ チューカーボックス佐久店
3840,305.7,57000,3,0,1,1,1,緑,山形県,山形トヨタ自動車 鶴岡店
3841,134,133000,8,0,1,0,1,黒Ｍ,山形県,山形トヨタ自動車 鶴岡店
3842,154,71000,10,0,1,1,1,青Ｍ,宮城県,宮城トヨタグループ ＭＴＧ苦竹／宮城トヨタ自動車
3843,168,17000,9,0,1,0,1,銀Ｍ,神奈川県,有限会社北欧モーターカーズ
3844,316.1,17000,3,0,1,1,1,緑,千葉県,トヨタカローラ千葉 習志野マイカーセンター
3845,271.6,71000,4,0,1,1,1,緑,千葉県,トヨタカローラ千葉 塩浜展示場
3846,166.5,37000,10,0,1,1,1,真珠Ｍ,大阪府,大阪トヨペット（株） 花博店
3847,184.8,53000,8,0,1,0,1,真珠Ｍ,山形県,山形トヨタ自動車 新庄店
3848,272.6,45000,4,0,1,0,1,緑,長野県,長野トヨタ チューカーボックス伊那店
3849,177.8,67000,8,0,1,0,1,黒,山形県,山形トヨタ自動車 米沢店
3850,184.8,60000,8,0,1,0,1,真珠Ｍ,山形県,山形トヨタ自動車 新庄店
3851,250.1,28000,5,0,1,1,1,真珠Ｍ,千葉県,トヨタカローラ千葉 習志野マイカーセンター
3852,177.8,94000,8,0,1,1,1,紫,山形県,山形トヨタ自動車 天童店
3853,167.8,86000,8,0,1,0,1,黒,山形県,山形トヨタ自動車 天童店
3854,204.1,65000,5,0,1,0,1,黒,千葉県,トヨタカローラ千葉 成東マイカーセンター
3855,110,135000,11,0,1,1,1,真珠Ｍ,千葉県,トヨタカローラ千葉 茂原マイカーセンター
3856,336.4,13000,3,0,1,1,1,真珠Ｍ,千葉県,トヨタカローラ千葉 八幡マイカーセンター
3857,200.8,71000,6,0,1,0,1,薄茶,山形県,山形トヨタ自動車 新庄店
3858,103.9,127000,11,0,1,0,1,真珠Ｍ,千葉県,トヨタカローラ千葉 習志野マイカーセンター
3859,239.5,14000,2,1,1,1,1,真珠白,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3860,90,30000,10,0,1,0,1,黄,山形県,（有）プロクリーンオートスマイル　トータルケアショップ
3861,81.7,129000,8,0,1,1,1,青,岩手県,トヨタカローラ南岩手 花巻店
3862,110.4,41000,10,0,1,0,1,茶,神奈川県,神奈川ダイハツ販売 Ｕ－ＣＡＲ海老名
3863,248,45000,3,0,1,1,1,緑,千葉県,株式会社ＴＳＣ　買取直販千葉北インター店
3864,159.8,106000,3,0,1,1,1,白真珠,群馬県,カーミニーク 高崎店
3865,116.7,74000,8,0,1,0,1,真珠,栃木県,ＧＡＵＳＳ　ＣＡＲ　ＤＯＣＫ ガウスカードック
3866,90.3,83000,11,0,1,1,1,銀Ｍ,大阪府,イースト自動車
3867,194.9,2000,2,0,1,0,1,緑,千葉県,ネッツトヨタ千葉 ユーコム柏若柴店
3868,210,14000,4,0,1,1,1,薄灰青,静岡県,ＰＲＯＳＰＥＥＤ（プロスピード）
3869,100,56000,5,0,1,1,1,白真珠,静岡県,ＰＲＯＳＰＥＥＤ（プロスピード）
3870,110,42000,6,0,1,0,1,茶,静岡県,ＰＲＯＳＰＥＥＤ（プロスピード）
3871,112,33000,8,0,1,0,1,黄,福岡県,トータルカーサービス
3872,79,31000,11,0,1,0,1,黄,静岡県,ＰＲＯＳＰＥＥＤ（プロスピード）
3873,115.1,67000,8,1,1,1,1,白真珠,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3874,99.8,67000,11,0,1,1,1,赤,兵庫県,ユーポス １７１尼崎店
3875,212.6,9000,2,1,1,1,1,白真珠,埼玉県,ウィルドライブ
3876,150.3,36000,8,0,1,0,1,茶真珠,滋賀県,ロータスコニシ
3877,110,51000,7,0,1,1,1,白真珠,静岡県,ＰＲＯＳＰＥＥＤ（プロスピード）
3878,74.2,29000,12,0,1,0,1,銀Ｍ,埼玉県,飯能ホンダ販売 飯能店
3879,296.8,11000,1,0,1,1,1,黒,兵庫県,おくるまネットワーク
3880,133,16000,9,0,1,0,1,黄,山形県,（株）蔵王自動車販売
3881,129.8,57000,8,0,1,0,1,銀Ｍ,茨城県,（株）ナオイオート 龍ヶ岡店
3882,107.7,88000,9,0,1,1,1,黒,鹿児島県,有限会社車流通センター
3883,135.4,12000,7,1,1,1,1,茶真珠,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3884,145.1,28000,7,1,1,1,1,赤Ｍ,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3885,105.5,68000,10,1,1,1,1,黒Ｍ,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3886,92.9,73000,10,0,1,0,1,銀,愛知県,（株）オートタウン犬山 小牧南店
3887,138.2,37000,10,0,1,1,1,銀,埼玉県,エフガレージ 川越店
3888,161.3,28000,5,1,1,1,1,紺Ｍ,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3889,149,56000,8,0,1,1,1,銀,新潟県,Ｂｏｓｃｈ　Ｃａｒ　Ｓｅｒｖｉｃｅ　（株）波多野自動車販売整備
3890,154.2,58000,6,0,1,0,1,真珠,神奈川県,カーショップＥＣＯ
3891,122.6,72000,7,1,1,1,1,赤Ｍ,大阪府,エーライン株式会社
3892,285,20000,2,0,1,1,1,赤,愛媛県,（株）カーパルコ・タマイ
3893,132,50000,7,1,1,0,1,薄茶,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3894,80.8,123000,8,1,1,0,1,銀,新潟県,オーシャンデザイン　長岡店
3895,118.7,45000,10,0,1,0,1,白真珠,新潟県,くるま広場　長岡マイカープラザ（株）
3896,89.9,56000,10,1,1,0,1,黒Ｍ,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3897,126.3,52000,7,1,1,0,1,白真珠,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3898,118,52000,8,0,0,0,1,黒Ｍ,新潟県,いばら　ユナイテッドカーズ
3899,104.9,43000,11,0,1,0,1,黄,東京都,ニコニコステーション堀之内
3900,119.5,69000,11,0,1,1,1,青,高知県,カーモードコム　ネクスト店
3901,259.8,35000,3,0,1,1,1,白,福岡県,株式会社Ｍ－ｃｏｍｐａｎｙ
3902,145.9,40000,8,0,1,1,1,銀Ｍ,山口県,ネッツトヨタ山口 徳山マイカーセンター
3903,118.1,47000,9,0,1,0,1,青Ｍ,広島県,トヨタカローラ広島 シャント東広島
3904,144.9,41000,9,0,1,1,1,赤Ｍ,岐阜県,岐阜トヨペット（株） 美濃加茂店
3905,143,12000,10,0,1,1,1,黄,山口県,ネッツトヨタ山口 徳山マイカーセンター
3906,119.8,73000,9,0,1,0,1,黒Ｍ,福岡県,轟の森　オートフォレスト小倉本店
3907,93.9,60000,9,1,1,0,1,茶,愛知県,（株）オートタウン犬山 小牧南店
3908,99.8,32000,11,0,1,0,1,赤黒白,兵庫県,ひまわりガーデンコロワ甲子園店／株式会社オートスタイルトレーディング
3909,111.4,58000,10,1,1,1,1,黒Ｍ,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3910,114.6,55000,9,0,1,0,1,青Ｍ,神奈川県,スーパーステーション仲町台
3911,269,34000,3,0,1,1,1,黒,愛知県,アップルワールド豊田店
3912,117.4,41000,9,0,1,0,1,青,神奈川県,神奈川ダイハツ販売 Ｕ－ＣＡＲ戸塚泉
3913,146.7,39000,5,0,1,0,1,緑Ｍ,埼玉県,トヨタカローラ新埼玉 東所沢マイカーセンター
3914,89.8,74000,11,1,0,0,1,黒Ｍ,青森県,ＫＰＬＵＳ
3915,235,7000,3,1,1,1,1,薄茶,静岡県,ＫＯＷＡ　静岡県東部自動車販売協会加盟店
3916,179.6,34000,8,0,1,0,1,黒Ｍ,北海道,（有）カーショップケーワン
3917,168.6,62000,6,0,1,1,1,真珠Ｍ,兵庫県,トヨタカローラ姫路（株） Ｕ－Ｃａｒプラザ姫路
3918,97.9,81000,10,0,1,0,1,青Ｍ,山口県,山口トヨペット Ｕ－Ｃａｒ－ＰＡＲＫ「ａｔｔａ！」ときわ
3919,77.8,67000,11,1,0,0,1,赤Ｍ,千葉県,株式会社ｒｉｓｅ　ｕｐ／ライズアップ
3920,155.9,38000,8,0,1,1,1,真珠Ｍ,埼玉県,トヨタカローラ新埼玉 東所沢マイカーセンター
3921,124.9,63000,10,0,1,1,1,銀Ｍ,埼玉県,オートキヨスク所沢
3922,99.5,96000,11,0,1,1,1,黒Ｍ,千葉県,株式会社シルバード
3923,127.4,45000,8,0,0,0,1,黒Ｍ,新潟県,東洋車輌
3924,173.3,46000,5,0,1,0,1,茶Ｍ,茨城県,ネッツトヨタ水戸株式会社 日立北店
3925,252.3,8,1,0,1,1,1,真珠,奈良県,ホンダネットキンキグループ シマダオート中和幹線橿原店／（株）ホンダネットキンキ
3926,184.9,55000,8,0,1,1,1,紫,秋田県,（有）華栄自動車 ＣＯＷ－ＣＯＷ　大曲店
3927,52.7,88000,11,0,1,0,1,黒Ｍ,大阪府,アルプス 鶴見店
3928,126,70000,8,0,1,0,1,黒,愛知県,スズキ自販中部 Ｕ’ｓ　ＳＴＡＴＩＯＮ　大府
3929,149.8,66000,8,0,1,1,1,薄茶,熊本県,（有）北熊本自動車販売
3930,110,58000,10,1,1,1,1,茶真珠,大阪府,くるま館　ぶぅぶぅ大阪
3931,258.1,59000,3,0,1,1,1,黒,岐阜県,岐阜トヨタ自動車（株） Ｕ－Ｃａｒ大垣店
3932,121.6,84000,9,0,1,1,1,銀Ｍ,埼玉県,トヨタカローラ新埼玉 日進マイカーセンター
3933,142.8,86000,7,0,1,0,1,青,岩手県,トヨタカローラ南岩手 北上店
3934,179.6,31000,5,0,1,0,1,紺ＭＭ,埼玉県,トヨタカローラ新埼玉 本庄マイカーセンター
3935,289.5,18000,2,0,1,1,1,薄茶,福岡県,（株）くるま村
3936,168.7,18000,6,0,1,0,1,黄,埼玉県,トヨタカローラ新埼玉 東所沢マイカーセンター
3937,82.5,39000,12,0,1,0,1,銀Ｍ,神奈川県,ＣＡＲ　ＨＩＳＴＯＲＹ　（カーヒストリー）
3938,122.7,95000,8,0,1,1,1,白真珠,千葉県,Ｔｒｕｓｔ　Ａｃｅ
3939,265,16000,2,1,1,1,1,緑灰II,兵庫県,株式会社ＷＥＳＴ　神戸垂水店
3940,229.5,26000,4,0,1,0,0,薄緑,広島県,ピットイン鯉城商事 カージャンボ広島　五日市店
3941,92,85000,10,0,0,0,1,銀,大阪府,ＬＩＦＥ
3942,64.8,96000,10,1,1,0,1,青Ｍ,大阪府,Ｖｉｔａ　Ａｕｔｏ　大阪狭山店　（ビータオート）
3943,269.7,21000,4,0,1,1,1,薄灰青,福岡県,（株）くるま村
3944,273,12000,2,0,1,1,1,薄緑,福島県,トヨタカローラ福島 福島店
3945,109.6,47000,11,0,1,0,1,赤Ｍ,神奈川県,スーパーステーション仲町台
3946,274,43000,4,0,1,1,1,薄緑,愛知県,Ｅｕｒｏ　Ｆｒａｎｃｅ・Ｕｓｅｄ　Ｃａｒ　ユーロフランスユーズドカー
3947,119.8,30000,10,0,1,0,1,黒真珠,新潟県,難波モータース
3948,252.2,13,1,0,1,1,1,真珠,奈良県,ホンダネットキンキグループ シマダオート奈良店／（株）ホンダネットキンキ
3949,273,20000,4,0,1,1,1,真珠,大阪府,ツジオート　ＪＵ適正販売店 本店
3950,95,91000,11,0,1,0,1,青Ｍ,北海道,カーミニーク札幌伏古３条店
3951,158,59000,8,0,1,0,1,茶Ｍ,岡山県,オアシスジャパン　福祉車両全国販売（直販部・業販部）
3952,276.9,25000,2,0,1,1,1,黒,兵庫県,兵庫トヨタ自動車（株） マイカーランド西宮
3953,100,47000,9,1,1,0,1,黒Ｍ,大阪府,くるま館　ぶぅぶぅ大阪
3954,135.9,35000,11,0,1,1,1,緑Ｍ,神奈川県,オートキヨスク寒川
3955,194.1,33000,4,0,1,0,1,真珠Ｍ,広島県,トヨタカローラ広島 シャント広
3956,164.8,29000,5,0,1,0,1,紺ＭＭ,埼玉県,トヨタカローラ新埼玉 嵐山マイカーセンター
3957,289.7,11000,3,0,0,1,1,真珠,大阪府,ＴＡＸ南堺店
3958,245.2,14000,4,0,1,0,1,黒,埼玉県,トヨタカローラ新埼玉 東所沢マイカーセンター
3959,181.3,49000,7,0,1,1,1,青Ｍ,埼玉県,トヨタカローラ新埼玉 本庄マイカーセンター
3960,198.2,22000,6,0,1,1,1,真珠白,埼玉県,エフガレージ 川越店
3961,110,64000,10,0,1,0,1,赤Ｍ,福島県,サンキョウ　三共自動車販売（株） 郡山中央店
3962,116.6,70000,11,0,1,0,1,黒Ｍ,愛媛県,（有）アスカオート
3963,135.7,34000,9,0,1,0,1,青,北海道,トヨタカローラ苫小牧 Ｕ－Ｃａｒ室蘭店
3964,172.2,33000,7,0,1,0,1,黒Ｍ,千葉県,ネッツトヨタ千葉 ユーコム貝塚店
3965,287.8,43000,4,0,1,1,1,真珠Ｍ,三重県,ネッツトヨタ三重（株） 津店
3966,142.3,44000,7,1,1,0,1,白真珠,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3967,160.4,8000,8,0,1,0,1,赤紫,神奈川県,神奈川ダイハツ販売 Ｕ－ＣＡＲ海老名
3968,99.9,93000,9,0,1,0,1,白,広島県,キュートハイブリッド
3969,249,18000,3,1,1,1,1,白真珠,京都府,ＣＡＲ　ＳＨＯＰ　ＭＡＳＡＫＩ
3970,184.9,15000,6,0,1,0,1,青Ｍ,埼玉県,トヨタカローラ新埼玉 日進マイカーセンター
3971,189.3,47000,6,0,1,0,1,黒Ｍ,広島県,ピットイン鯉城商事 カージャンボ広島　五日市店
3972,173.2,34000,7,0,1,0,1,真珠Ｍ,愛知県,ＮＴＰ名古屋トヨペット（株） オレンジタウン千音寺店
3973,257.7,10,1,0,1,1,1,真珠Ｍ,広島県,ピットイン鯉城商事 カージャンボ広島　五日市店
3974,193,62000,5,0,1,1,1,黒Ｍ,福岡県,（株）くるま村
3975,146.3,41000,6,1,1,0,1,白茶II,埼玉県,ＡＵＴＯ　ＳＥＬＥＣＴＩＯＮ １６号本店
3976,187.6,29000,7,0,1,1,1,黒Ｍ,大阪府,ＪＫＤ　Ｉｎｔｅｒｎａｔｉｏｎａｌ
3977,279.8,17000,3,0,1,1,1,白真珠,兵庫県,Ａ．Ｓ．ＫＯＢＥ
3978,286.5,26000,3,0,1,1,1,黒,広島県,トヨタカローラ広島 シャント広
3979,149,79000,5,0,1,0,1,白真珠,大阪府,Ｒ　ＳＥＬＥＣＴ　アールセレクト
3980,180.5,11000,5,0,1,0,1,銀Ｍ,埼玉県,飯能ホンダ販売 飯能店
3981,183,59000,6,0,1,1,1,黒Ｍ,広島県,トヨタカローラ広島 シャント東広島
3982,133.8,55000,10,0,1,0,1,白真珠,大阪府,（株）カーショップ茨木
3983,176.3,58000,6,0,1,0,1,青,鹿児島県,ホンダカーズ鹿児島 札元バイパス店
3984,278,26000,3,0,1,1,1,黒,広島県,ＡＴＯＭＩＸ
3985,82.5,52000,11,0,1,0,1,赤紫Ｍ,神奈川県,ＣＡＲ　ＨＩＳＴＯＲＹ　（カーヒストリー）
3986,292.8,32000,3,0,1,1,1,白真珠,長野県,株式会社カントリーオートパワー ジョイカル　アップルライン店
3987,275.8,9000,2,0,1,0,1,黒,新潟県,オートパーク 本社
3988,123.6,55000,10,0,1,0,1,銀Ｍ,愛知県,（株）山勝
3989,131.7,7000,10,0,1,0,1,黄,埼玉県,飯能ホンダ販売 飯能店
3990,94.5,115000,10,0,1,1,1,白真珠,千葉県,株式会社シルバード
3991,168.3,33000,8,0,1,0,1,黒Ｍ,愛知県,（株）山勝
3992,69.3,103000,11,0,1,0,1,銀Ｍ,新潟県,セカンドＣａｒ’ｓ新潟（セカンドカーズ新潟）
3993,193,42000,7,0,1,1,1,真珠,茨城県,株式会社ＴＳＣ 買取直販つくば店
3994,249.8,36000,4,0,1,1,1,灰,新潟県,オートパーク 本社
3995,286.9,42000,3,0,1,1,1,白真珠,福島県,トヨタカローラ福島 福島店
3996,264.8,27000,3,0,1,1,1,白,山口県,カーセブン山口防府店
3997,285,6000,1,1,1,1,1,真珠Ｍ,兵庫県,株式会社ＷＥＳＴ　神戸垂水店
3998,276.1,31000,4,0,1,1,1,真珠Ｍ,千葉県,ネッツトヨタ千葉 ユーコム貝塚店
3999,349.8,4,0,0,1,1,1,薄緑,三重県,アップルレンタカー 四日市新正店
4000,245,48000,2,1,1,1,1,薄緑,茨城県,Ｇａｒａｇｅ　Ｂｉｇ　Ｆｏｏｔ
4001,129.8,66000,8,1,1,1,1,濃紫,埼玉県,トヨタカローラ新埼玉 坂戸マイカーセンター
4002,197,19000,5,0,1,0,1,黄黒II,岐阜県,岐阜トヨタ自動車（株） Ｕ－Ｃａｒ北方店
4003,129.2,48000,11,0,1,1,1,銀,愛知県,（株）光コーポレーション ファミリーオートＵ－Ｃａｒ事業部
4004,158.2,51000,8,0,1,1,1,赤,千葉県,ダイキン 東金店
4005,324,10000,4,0,1,1,1,黒,秋田県,サタケンカーズ
4006,336.8,10,0,0,1,1,1,薄緑,福岡県,ＴＡＸ大牟田　オートサルーン羽山　マツダオートザム大牟田
4007,336.8,10,0,0,1,1,1,薄茶,福岡県,ＴＡＸ大牟田　オートサルーン羽山　マツダオートザム大牟田
4008,336.8,10,0,0,1,1,1,深灰,福岡県,ＴＡＸ大牟田　オートサルーン羽山　マツダオートザム大牟田
4009,159.6,45000,8,1,1,1,1,白真珠,大阪府,くるま館　ぶぅぶぅ大阪
4010,275.7,45000,4,0,1,1,1,真珠Ｍ,広島県,トヨタカローラ広島 シャント矢野
4011,178.9,29000,8,0,1,0,1,真珠白,兵庫県,おくるまネットワーク
4012,200.5,18000,5,0,1,0,1,薄茶,埼玉県,飯能ホンダ販売 飯能店
4013,292.9,40000,3,0,1,1,1,緑,広島県,トヨタカローラ広島 シャント西風新都
4014,313,19000,2,0,1,1,1,真珠Ｍ,北海道,（株）ニューフレンドリー
4015,296.8,11000,1,0,1,1,1,黒,兵庫県,おくるまネットワーク
4016,128.1,49000,11,0,1,0,1,青Ｍ,愛知県,（株）山勝
4017,78.3,49000,13,0,1,0,1,赤紫Ｍ,千葉県,ミヤマ自動車販売 本店
4018,144.8,50000,11,0,1,1,1,銀Ｍ,神奈川県,スーパーステーション　センター南
4019,69.8,59000,13,0,1,0,1,黒Ｍ,神奈川県,ニコニコステーション新百合ヶ丘
4020,282.8,35000,4,0,1,1,1,真珠,奈良県,ホンダネットキンキグループ シマダオート橿原店／（株）ホンダネットキンキ
4021,157.1,68000,8,1,1,1,1,黒,長崎県,ホンダカーズ長崎 時津日並店
4022,296.3,22000,3,0,1,1,1,真珠Ｍ,広島県,トヨタカローラ広島 シャント福山
4023,159.9,44000,8,0,0,0,0,白真珠,山口県,カージャンボ山口
4024,268.1,55000,3,0,1,1,1,青,岡山県,トヨタカローラ岡山 トヨタ認定中古車倉敷店
4025,282.3,49000,3,0,1,1,1,黒,広島県,トヨタカローラ広島 シャント広
4026,287.7,21000,3,0,1,1,1,真珠Ｍ,千葉県,ネッツトヨタ千葉 ユーコム柏若柴店
4027,306.6,4000,3,0,1,1,1,青灰,愛知県,ＮＴＰ名古屋トヨペット（株） オレンジタウン千音寺店
4028,128.8,80000,9,0,0,0,0,白真珠,岡山県,アドバンス
4029,155,80000,9,0,1,1,1,茶Ｍ,茨城県,茨城トヨタ自動車株式会社 水戸泉町店
4030,169,44000,8,0,1,0,1,黒,京都府,Ｊ．オート京都
4031,149.8,35000,10,0,1,1,1,赤ＭＭ,茨城県,（株）ナオイオート 龍ヶ岡店
4032,68.4,91000,11,1,1,0,1,黒Ｍ,埼玉県,オートショップ　ホアロハ 宮原店
4033,205,26000,6,0,1,1,0,白真珠,千葉県,サクマオート 南行徳駅前店
4034,339.1,10,0,0,1,1,1,緑灰II,福岡県,ＴＡＸ大牟田　オートサルーン羽山　マツダオートザム大牟田
4035,114.9,54000,11,0,1,0,1,茶真珠,神奈川県,スーパーステーション　センター南
4036,264.7,28,2,0,1,1,1,真珠,埼玉県,カーライフステーション 久喜店
4037,273.6,60000,3,0,1,1,1,灰,大分県,大分トヨペット Ｚ－Ｒ府内大橋
4038,341.3,10,0,0,1,1,1,緑灰II,福岡県,ＴＡＸ大牟田　オートサルーン羽山　マツダオートザム大牟田
4039,189.8,71000,5,0,1,1,1,薄茶II,福岡県,グッドプライス　福岡西店
4040,169.9,53000,7,0,1,0,1,黒,群馬県,オリックス　Ｕ－ｃａｒ　高崎店
4041,151.4,38000,9,0,1,0,1,黒,静岡県,（株）ホンダカーズ静岡 Ｕ－Ｓｅｌｅｃｔ静岡
4042,267.3,27000,3,0,1,0,1,真珠Ｍ,千葉県,ネッツトヨタ千葉 ユーコム富里インター店
4043,189,47000,7,0,1,0,1,黒Ｍ,滋賀県,シーボーイ びわ湖大橋店
4044,196,42000,5,0,0,0,1,薄茶,兵庫県,ＭＡＳＴ
4045,343.5,10,0,0,1,1,1,赤Ｍ,福岡県,ＴＡＸ大牟田　オートサルーン羽山　マツダオートザム大牟田
4046,138,72000,11,0,1,1,1,黒,石川県,（株）城北マイカー
4047,318.7,37,1,0,1,1,1,真珠,千葉県,ダイキン 東金店
4048,149.8,48000,9,0,1,0,1,茶,兵庫県,おくるまネットワーク
4049,179.5,44000,8,0,1,0,0,黒Ｍ,広島県,ピットイン鯉城商事 カージャンボ広島　五日市店
4050,296.3,20000,3,0,1,1,1,緑,広島県,トヨタカローラ広島 シャント福山
4051,117.6,88000,11,0,1,1,1,白真珠,大阪府,名阪自動車
4052,80.5,38000,13,0,0,0,1,白真珠,神奈川県,ガレージＦ・Ｉ・Ｃ
4053,334.3,14000,3,0,1,1,1,黒,北海道,ネッツトヨタ道都 Ｕ－ＭＥＧＡ山の手
4054,138.2,40000,9,1,1,1,1,黒,埼玉県,エフガレージ 川越店
4055,160.1,48000,9,0,1,1,1,茶Ｍ,埼玉県,トヨタカローラ新埼玉 日進マイカーセンター
4056,181.3,30000,6,0,1,0,1,赤紫,千葉県,ダイキン 東金店
4057,309.8,23000,2,0,1,1,1,真珠Ｍ,茨城県,（株）ナオイオート 戸頭店
4058,193,88000,4,0,0,1,1,薄茶黒,大阪府,ｇｒａｂ　ｃａｒｓ
4059,159.5,65000,8,0,1,0,1,黒Ｍ,広島県,ピットイン鯉城商事 カージャンボ広島　五日市店
4060,288,4000,1,1,1,1,1,薄緑,兵庫県,株式会社ＷＥＳＴ　神戸垂水店
4061,173,31000,9,0,1,1,1,真珠,大阪府,Ａｕｔｏ　ｄｕａｌ　／　オートデュアル
4062,204.7,61000,6,0,1,1,1,真珠Ｍ,大分県,大分トヨペット Ｚ－Ｒ府内大橋
4063,172.3,26000,7,0,1,0,1,黒Ｍ,千葉県,ネッツトヨタ千葉 ユーコム柏若柴店
4064,176.9,53000,7,0,1,0,1,青緑Ｍ,埼玉県,ナカジマ 所沢店　ＪＵ適正販売店
4065,130,19000,10,1,1,0,0,銀Ｍ,神奈川県,バックヤード
4066,349.8,11,1,0,1,1,1,真珠Ｍ,三重県,アップルレンタカー 四日市新正店
4067,185,7000,6,0,0,0,0,薄茶,大阪府,株式会社ＢＩＣ　テラスケア事業部
4068,198.6,50000,4,0,1,0,1,銀Ｍ,茨城県,茨城トヨタ自動車 つくば学園の森店
4069,170,68000,8,0,1,1,1,白真珠,鹿児島県,株式会社リライトガレージ 東開店
4070,104.9,88000,10,0,1,0,1,黒Ｍ,長野県,ネクサススタート
4071,316.1,16000,1,0,1,1,1,黒,新潟県,フォーラムムラタ
4072,170,49000,5,1,0,1,1,茶真珠,京都府,ＨＫＣ　ＡＵＴＯ　京都山科店
4073,209,29000,5,0,1,0,1,赤紫,福岡県,金沢石油株式会社
4074,265.7,11000,4,0,1,1,1,青灰,埼玉県,トヨタカローラ新埼玉 坂戸マイカーセンター
4075,159.8,45000,9,0,1,0,1,白真珠,大阪府,ユーポス 内環豊中店
4076,208.2,46000,6,0,1,0,1,白真珠,群馬県,中央自動車工業（株） ピットクラブ店
4077,99.8,130000,10,0,1,1,1,茶,滋賀県,オネストカー　～正直な車屋さん～　滋賀店
4078,148.8,36000,10,0,1,0,1,黒Ｍ,群馬県,群自燃
4079,232,17000,7,0,1,0,1,黒Ｍ,埼玉県,トヨタカローラ新埼玉 本庄マイカーセンター
