index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,都道府県
2879,154.4,87000,7,0,1,1,1,千葉県
2880,202.7,24000,6,0,1,0,1,埼玉県
2881,281.7,17000,3,0,1,0,1,福岡県
2882,196.5,55000,7,0,1,1,1,三重県
2883,123.4,75000,10,0,1,0,1,千葉県
2884,183.3,58000,8,0,1,1,1,宮城県
2885,360.2,21,1,0,1,1,1,大阪府
2886,192,57000,8,0,1,1,1,滋賀県
2887,136.4,72000,9,1,1,1,1,大分県
2888,132.2,67000,11,0,1,1,1,東京都
2889,372.9,10,0,0,1,1,1,三重県
2890,124.9,90000,9,0,1,0,1,千葉県
2891,306.5,21000,3,0,1,1,1,福岡県
2892,301.7,18000,3,0,1,1,1,山口県
2893,321.6,4000,1,0,1,1,1,静岡県
2894,199.8,42000,7,0,1,0,1,愛知県
2895,105.7,60000,11,1,1,0,1,京都府
2896,239.8,17000,7,0,1,0,1,北海道
2897,300.7,33000,3,0,1,1,1,群馬県
2898,327.9,9000,1,0,1,1,1,福岡県
2899,274.6,26000,3,0,1,0,1,岡山県
2900,252.6,54000,4,0,1,1,1,茨城県
2901,329.2,7,1,0,1,1,1,愛媛県
2902,146.9,69000,9,0,1,0,1,広島県
2903,164.8,52000,9,0,1,0,1,沖縄県
2904,298,8,0,0,1,0,1,愛知県
2905,292.7,10000,4,0,1,1,1,神奈川県
2906,289.8,25000,4,0,1,1,1,兵庫県
2907,298,6,1,0,1,0,1,愛知県
2908,298,10,1,0,1,0,1,愛知県
2909,133,75000,10,0,1,0,1,埼玉県
2910,270.5,20000,4,0,1,0,1,愛知県
2911,204.8,28000,7,0,1,0,1,茨城県
2912,134.8,74000,9,0,1,0,1,佐賀県
2913,307.5,34000,3,0,1,1,1,長野県
2914,199.8,39000,7,0,1,1,1,沖縄県
2915,349.9,17,1,0,1,1,1,鳥取県
2916,349.9,19,1,0,1,1,1,鳥取県
2917,298,17000,3,0,1,1,1,愛知県
2918,297.2,25000,4,0,1,1,1,香川県
2919,143.3,72000,9,0,1,1,1,滋賀県
2920,178,47000,8,0,1,0,1,熊本県
2921,309.9,21000,4,0,1,1,1,岐阜県
2922,304.9,14000,3,0,1,1,1,群馬県
2923,229.7,31000,7,0,1,1,1,大阪府
2924,129.8,86000,7,0,1,0,1,愛知県
2925,353.6,20,1,0,1,1,1,兵庫県
2926,267.5,15,1,0,1,1,1,茨城県
2927,124.9,90000,10,0,1,0,1,香川県
2928,298.8,10000,3,1,1,1,1,北海道
2929,164.8,48000,8,0,1,0,1,新潟県
2930,150,40000,10,0,1,0,1,東京都
2931,158.8,12000,10,0,1,0,1,静岡県
2932,178.5,41000,7,0,1,0,1,奈良県
2933,337.6,20000,3,0,1,1,1,北海道
2934,196.9,43000,7,0,1,0,1,岡山県
2935,217,43000,8,0,1,1,1,京都府
2936,265.1,61000,3,0,1,1,1,宮城県
2937,352.9,10,0,0,1,1,1,大阪府
2938,253,16000,4,0,1,0,1,神奈川県
2939,277.6,77000,4,0,1,1,1,徳島県
2940,217.4,35000,5,0,1,0,0,佐賀県
2941,289,6000,1,0,1,0,1,愛知県
2942,229.9,44000,5,0,1,1,1,群馬県
2943,182.9,53000,9,0,1,1,1,山梨県
2944,274.2,49000,3,0,1,1,1,大阪府
2945,225.9,13000,5,0,1,0,1,山形県
2946,177.8,18000,7,0,1,0,1,福岡県
2947,354.7,6,0,0,1,1,1,大阪府
2948,180.4,26000,8,0,1,0,1,大阪府
2949,169.8,59000,9,0,1,1,1,神奈川県
2950,308,29000,3,0,1,1,1,福岡県
2951,296.4,23000,4,0,1,1,1,埼玉県
2952,313.5,9000,3,0,1,1,1,神奈川県
2953,302.3,27000,3,0,1,1,1,愛知県
2954,312.6,17000,2,0,1,1,1,群馬県
2955,219.9,31000,5,0,1,0,1,京都府
2956,340.2,11000,2,0,1,1,1,神奈川県
2957,372.9,20,1,0,1,1,1,群馬県
2958,274.8,37000,4,0,1,0,1,鹿児島県
2959,113.1,90000,9,0,1,0,0,静岡県
2960,297.7,45000,3,0,1,1,1,滋賀県
2961,317.8,12000,1,0,1,1,1,福岡県
2962,106.6,99000,9,0,1,0,1,福島県
2963,265.6,41000,4,0,1,1,1,茨城県
2964,225,65000,4,0,1,0,1,鳥取県
2965,202.9,36000,7,0,1,0,1,宮城県
2966,363.6,20,0,0,1,1,1,広島県
2967,117,100000,9,0,1,0,1,茨城県
2968,89,16000,11,0,0,0,0,神奈川県
2969,259.5,28000,3,0,1,0,1,栃木県
2970,145.9,78000,10,0,1,1,1,埼玉県
2971,199.8,47000,7,0,1,1,1,岡山県
2972,363.7,10,0,0,1,1,1,広島県
2973,335,13,0,0,1,1,1,愛知県
2974,363.6,70,0,0,1,1,1,大阪府
2975,159,45000,9,0,0,0,1,青森県
2976,247.6,35000,4,0,1,1,1,愛知県
2977,389.9,10,1,0,1,1,1,茨城県
2978,189.9,43000,9,0,1,0,1,北海道
2979,130.8,59000,10,0,1,0,1,滋賀県
2980,236.3,14000,5,0,1,1,1,福岡県
2981,269.8,27000,4,0,1,0,1,愛知県
2982,167,66000,9,0,1,1,1,山口県
2983,283.4,9000,3,0,1,1,1,群馬県
2984,169.8,47000,9,0,1,0,1,愛知県
2985,342.8,15,1,0,1,1,1,福岡県
2986,207.8,45000,7,0,1,1,1,神奈川県
2987,136,103000,6,0,1,0,1,愛知県
2988,326.9,29000,2,0,1,1,1,千葉県
2989,183,50000,7,0,1,0,1,茨城県
2990,189.8,64000,7,0,1,0,1,茨城県
2991,104.3,95000,7,1,1,0,1,茨城県
2992,261.3,29000,4,0,1,0,1,愛知県
2993,303,5,0,0,1,0,1,愛知県
2994,233,36000,7,0,1,0,1,青森県
2995,363.6,10,0,0,1,1,1,福岡県
2996,209.8,53000,6,0,1,1,1,茨城県
2997,247.2,64000,4,0,1,0,1,鹿児島県
2998,383.9,5,0,0,1,1,1,兵庫県
2999,250.8,45000,3,0,0,1,1,京都府
3000,169.8,31000,10,0,1,0,1,山形県
3001,133,81000,10,0,1,1,1,岐阜県
3002,363.7,10,0,0,1,1,1,滋賀県
3003,302.9,39000,3,0,1,1,1,山口県
3004,359.2,17,1,0,1,1,1,大阪府
3005,312.9,13000,3,0,1,1,1,山口県
3006,190.7,47000,8,0,1,0,1,群馬県
3007,230.2,24000,7,0,1,1,1,茨城県
3008,164.8,83000,8,0,1,1,1,兵庫県
3009,249.7,25000,4,0,1,1,1,埼玉県
3010,310.9,17000,3,0,1,1,1,栃木県
3011,393.4,5,1,0,1,1,1,大阪府
3012,279.6,15000,4,0,1,0,0,神奈川県
3013,358.2,34,1,0,1,1,1,大阪府
3014,330.5,4000,1,0,1,1,1,埼玉県
3015,227.9,22000,7,0,1,0,1,秋田県
3016,356.4,5,0,0,1,1,1,大阪府
3017,305.2,33000,3,0,1,1,1,愛知県
3018,132,71000,9,0,1,0,1,奈良県
3019,217.2,50000,6,0,1,1,1,山口県
3020,209.9,13000,8,0,1,1,1,群馬県
3021,339.4,7000,2,0,1,1,1,福岡県
3022,340,9000,2,0,1,1,1,佐賀県
3023,299.3,29000,4,0,1,1,1,茨城県
3024,363.6,10,0,0,1,1,1,和歌山県
3025,115.4,20000,10,1,1,0,1,茨城県
3026,299.3,25000,4,0,1,1,1,群馬県
3027,311.7,20000,3,0,1,1,1,三重県
3028,342.6,5000,1,0,1,1,1,茨城県
3029,109.6,113000,10,0,0,1,1,岡山県
3030,185.3,57000,6,0,1,0,1,愛知県
3031,342.6,14000,2,0,1,1,1,福島県
3032,169.8,75000,7,0,1,1,1,兵庫県
3033,156.6,42000,10,0,1,1,1,愛知県
3034,106,85000,11,1,0,1,1,兵庫県
3035,329.9,22000,2,0,1,1,1,群馬県
3036,149.1,106000,7,0,1,1,1,岐阜県
3037,203.3,61000,7,0,1,1,1,岡山県
3038,157.8,43000,10,0,1,0,1,広島県
3039,355.9,20,1,0,1,1,1,福岡県
3040,129.1,86000,9,0,1,0,1,熊本県
3041,95,125000,10,0,1,0,1,福岡県
3042,162,64000,11,0,1,1,1,愛知県
3043,248.4,10000,5,0,1,1,1,群馬県
3044,363.7,10,0,0,1,1,1,愛知県
3045,162.3,50000,9,0,1,1,1,愛知県
3046,229.9,17000,7,0,1,1,1,千葉県
3047,364.8,53,0,0,1,1,1,大阪府
3048,208.2,23000,7,0,1,0,1,兵庫県
3049,211.8,65000,7,0,1,1,1,宮城県
3050,236.6,28000,7,0,1,0,1,福島県
3051,159.7,24000,10,0,1,0,1,埼玉県
3052,158.8,72000,9,0,1,1,1,富山県
3053,334.9,9000,3,0,1,1,1,福岡県
3054,119.9,68000,10,0,1,0,1,埼玉県
3055,208.7,30000,8,0,1,1,1,大阪府
3056,167.9,80000,9,0,1,1,1,福井県
3057,339.1,4000,1,0,1,1,1,福岡県
3058,167.9,62000,9,0,1,0,1,北海道
3059,300.4,38000,4,0,1,1,1,群馬県
3060,89.2,109000,11,0,1,0,1,埼玉県
3061,158,21000,11,0,1,0,1,愛知県
3062,81.8,104000,10,0,0,0,1,埼玉県
3063,304.3,27000,3,0,1,1,1,愛知県
3064,187.8,19000,7,1,1,1,1,神奈川県
3065,317.6,5000,3,0,1,1,1,神奈川県
3066,155,51000,9,0,1,0,1,福島県
3067,200.1,11000,7,0,1,0,1,愛知県
3068,188,37000,8,0,1,0,1,福井県
3069,176.9,79000,8,0,1,0,1,石川県
3070,290.4,50000,3,0,1,1,1,埼玉県
3071,325,7,1,0,1,0,1,愛知県
3072,236.5,21000,4,1,1,0,1,愛知県
3073,369,5,1,0,1,1,1,愛知県
3074,239.8,59000,5,0,1,1,1,山梨県
3075,148,72000,9,0,1,0,1,大阪府
3076,346,9,0,0,1,1,1,愛知県
3077,215,22000,6,0,1,0,1,奈良県
3078,225.8,44000,7,0,1,1,1,沖縄県
3079,130.4,51000,10,1,1,1,1,千葉県
3080,107.8,120000,10,0,1,0,1,北海道
3081,175.1,80000,5,0,1,0,1,群馬県
3082,316.8,17000,2,0,1,1,1,宮崎県
3083,364,4,0,0,1,1,1,愛知県
3084,236.8,22000,7,0,1,1,1,神奈川県
3085,309.9,5,1,0,1,0,1,大阪府
3086,309.9,5,1,0,1,0,1,大阪府
3087,339.5,9000,2,0,1,1,1,愛知県
3088,335.9,20000,4,0,1,1,1,岩手県
3089,282.6,11000,4,0,1,0,1,長崎県
3090,139.8,84000,10,0,0,1,1,千葉県
3091,84.2,82000,12,0,1,0,1,福岡県
3092,222.3,29000,6,0,1,0,1,東京都
3093,159.4,53000,11,0,1,1,1,埼玉県
3094,255.7,30000,5,0,1,1,1,兵庫県
3095,363.6,40,0,0,1,1,1,静岡県
3096,168.1,90000,7,0,1,1,1,群馬県
3097,257.6,57000,4,0,1,0,1,宮崎県
3098,208,25000,8,0,1,0,1,大阪府
3099,192.5,77000,8,0,1,0,1,北海道
3100,312,30000,4,0,1,1,1,群馬県
3101,211.2,37000,7,0,1,1,1,福島県
3102,329,9,0,0,1,0,1,愛知県
3103,174.9,13000,9,0,1,0,1,熊本県
3104,149.8,87000,11,0,1,0,1,新潟県
3105,129.2,95000,10,0,0,1,1,岡山県
3106,99.3,48000,11,0,1,0,1,茨城県
3107,349.9,10,1,0,1,1,1,島根県
3108,119.2,107000,9,0,1,0,1,福井県
3109,64,66000,12,1,0,0,1,兵庫県
3110,193.3,40000,9,0,1,1,1,広島県
3111,309.9,49000,3,0,1,1,1,福島県
3112,168.3,79000,8,0,1,0,1,東京都
3113,99.1,48000,11,0,1,0,1,千葉県
3114,337,39000,4,0,1,1,1,秋田県
3115,122.9,68000,9,1,1,0,1,千葉県
3116,283.7,24000,3,0,0,1,1,京都府
3117,208.4,66000,6,0,1,0,0,福岡県
3118,323.3,34000,3,0,1,1,1,大阪府
3119,146.7,62000,9,0,1,0,1,福岡県
3120,327.5,43000,4,0,1,1,1,岩手県
3121,109.2,100000,10,1,0,1,1,岡山県
3122,138,111000,10,0,1,0,1,北海道
3123,344.9,20,1,0,1,1,1,福岡県
3124,139,79000,9,0,1,0,1,愛知県
3125,216.8,45000,5,0,1,0,1,神奈川県
3126,341.9,59,1,0,1,1,1,福岡県
3127,147.8,88000,9,0,1,1,1,大阪府
3128,135.7,79000,9,0,1,0,1,福島県
3129,279.9,3000,4,1,0,1,0,神奈川県
3130,158.8,66000,11,0,0,1,1,東京都
3131,182.8,22000,11,0,1,1,1,千葉県
3132,329,48000,4,0,0,1,1,北海道
3133,254.8,7000,4,0,1,1,1,埼玉県
3134,182,51000,9,0,1,0,1,群馬県
3135,185.4,60000,9,0,1,1,1,宮城県
3136,239.2,8000,7,0,1,1,0,神奈川県
3137,334.5,3000,1,0,1,1,1,福岡県
3138,224.9,22000,7,0,1,0,1,福岡県
3139,83,86000,10,1,1,0,1,神奈川県
3140,138.1,96000,10,0,1,0,1,愛知県
3141,254.2,40000,5,0,1,0,1,岩手県
3142,177.9,21000,10,0,1,0,1,三重県
3143,179.8,66000,10,0,1,0,1,福島県
3144,178.3,19000,9,0,1,0,1,埼玉県
3145,157.7,83000,11,0,1,0,1,岩手県
3146,92.7,119000,11,0,1,0,1,神奈川県
3147,245.4,38000,4,0,0,0,1,京都府
3148,237,55000,6,0,0,0,1,北海道
3149,94.9,86000,11,0,1,0,1,福岡県
3150,379,18,0,0,1,0,0,神奈川県
3151,363.6,10,0,0,1,0,1,香川県
3152,147.6,9000,11,1,1,0,1,神奈川県
3153,356.9,20,1,0,1,1,1,福岡県
3154,202.2,19000,9,0,1,0,0,神奈川県
3155,195.9,59000,9,0,1,0,1,千葉県
3156,160.4,116000,9,0,1,1,1,千葉県
3157,99.8,79000,12,0,1,0,1,愛知県
3158,146.3,37000,4,0,0,1,1,埼玉県
3159,160.4,107000,9,0,1,0,1,埼玉県
3160,160.4,120000,10,0,1,1,1,埼玉県
3161,150,79000,5,0,1,1,1,新潟県
3162,238.2,5000,2,0,0,1,0,埼玉県
3163,174.1,14000,5,0,1,0,1,福岡県
3164,199.9,19000,4,0,1,0,1,千葉県
3165,79.9,132000,9,0,1,1,1,福岡県
3166,109.4,64000,9,0,1,0,1,新潟県
3167,207,9000,4,0,1,1,1,兵庫県
3168,34.9,52000,23,0,0,0,1,埼玉県
3169,227.8,50,0,0,1,1,1,埼玉県
3170,185.7,100000,9,0,1,0,1,愛知県
3171,185.4,125000,10,0,1,0,1,神奈川県
3172,161.3,95000,11,0,1,0,1,群馬県
3173,161.6,107000,11,0,1,0,1,群馬県
3174,186.3,94000,11,0,1,1,1,東京都
3175,177.8,42000,11,0,1,0,1,神奈川県
3176,148,47000,6,0,1,0,1,岐阜県
3177,91.4,54000,10,0,1,0,1,福岡県
3178,143.4,59000,8,0,0,1,1,大分県
3179,104.8,40000,10,0,1,1,1,群馬県
3180,204.6,11000,3,0,1,0,1,神奈川県
3181,49.8,93000,16,0,1,0,1,北海道
3182,186.5,2000,1,1,0,0,1,埼玉県
3183,177.2,50000,5,0,1,1,1,兵庫県
3184,85,76000,11,0,1,0,1,鹿児島県
3185,112,53000,10,0,1,1,1,埼玉県
3186,150.1,16000,4,1,0,1,1,埼玉県
3187,247.2,12000,3,0,1,1,1,神奈川県
3188,50.5,152000,11,1,1,1,1,岐阜県
3189,249.9,22000,4,0,1,1,1,群馬県
3190,162,77000,5,0,1,1,1,岐阜県
3191,239.5,12000,3,0,1,1,1,神奈川県
3192,134.7,60000,8,0,1,0,1,大阪府
3193,119.1,74000,9,0,1,1,1,新潟県
3194,153.9,52000,5,0,1,0,1,山口県
3195,247.2,40000,3,0,1,1,1,神奈川県
3196,99.8,68000,9,0,1,0,1,兵庫県
3197,83.1,97000,10,0,1,0,1,岐阜県
3198,128.6,49000,10,0,1,1,1,千葉県
3199,53.5,43000,14,0,1,0,1,兵庫県
3200,71.2,168000,9,0,1,1,1,滋賀県
3201,46.1,79000,16,0,0,0,1,大阪府
3202,259.4,27000,3,0,1,1,1,富山県
3203,118.9,30000,10,0,1,0,1,広島県
3204,104.8,44000,10,1,1,0,1,福岡県
3205,43.2,86000,14,0,0,0,1,大阪府
3206,154.7,59000,8,0,1,1,1,埼玉県
3207,104.3,91000,10,0,1,1,1,広島県
3208,168.1,48000,5,0,1,0,1,愛知県
3209,136.6,70000,7,0,1,0,1,大阪府
3210,140.9,78000,4,0,1,0,1,千葉県
3211,104.8,72000,10,1,1,1,1,福岡県
3212,198.3,10000,2,1,0,1,0,埼玉県
3213,257.6,13000,2,0,1,0,1,神奈川県
3214,190.7,38000,5,0,1,0,1,岩手県
3215,119.8,61000,9,0,1,0,1,鹿児島県
3216,194.8,31000,5,0,1,1,1,神奈川県
3217,249.3,12000,3,0,1,1,1,神奈川県
3218,152.8,61000,7,0,1,0,1,山口県
3219,132.9,59000,7,1,0,0,1,島根県
3220,254.7,33000,3,0,1,1,1,神奈川県
3221,210.2,38000,4,0,1,1,1,千葉県
3222,54,96000,15,0,1,0,1,北海道
3223,276.8,5000,3,0,1,1,1,広島県
3224,253.9,9000,3,0,1,1,1,神奈川県
3225,246.5,21000,3,0,1,1,1,神奈川県
3226,175,63000,6,0,1,1,1,愛知県
3227,185.1,35000,5,0,1,0,1,福岡県
3228,186.8,34000,5,0,1,0,1,広島県
3229,70,66000,13,0,1,0,1,埼玉県
3230,266.1,43000,2,0,1,1,1,兵庫県
3231,116.4,71000,11,0,1,1,1,茨城県
3232,124.3,48000,9,0,1,0,1,埼玉県
3233,139.8,58000,9,1,1,1,1,福岡県
3234,55.9,42000,18,0,1,0,1,徳島県
3235,279.8,37000,3,0,1,1,1,神奈川県
3236,129.6,68000,5,0,1,0,1,茨城県
3237,285.1,38000,2,0,1,1,1,鳥取県
3238,273.2,31000,3,0,1,1,1,広島県
3239,59,91000,13,0,1,0,1,北海道
3240,145.5,45000,7,0,1,1,1,神奈川県
3241,208.4,25000,6,0,1,1,1,兵庫県
3242,142,44000,9,0,1,1,1,埼玉県
3243,139.8,99000,6,0,1,1,1,茨城県
3244,279.7,8000,2,0,1,1,1,埼玉県
3245,59.2,64000,16,0,1,0,1,埼玉県
3246,249,8000,3,0,1,1,1,千葉県
3247,172.8,41000,6,0,1,0,1,千葉県
3248,129.8,75000,8,0,1,0,1,広島県
3249,118.1,78000,11,0,1,1,1,大阪府
3250,141.7,63000,7,0,1,0,1,滋賀県
3251,125.4,52000,9,0,0,0,1,大阪府
3252,148.4,48000,8,0,1,0,1,栃木県
3253,226,5000,4,0,1,0,1,千葉県
3254,273.2,26000,3,0,1,1,1,兵庫県
3255,165,50000,8,0,1,1,1,静岡県
3256,115.3,112000,7,0,0,1,1,大阪府
3257,259.8,33000,3,0,1,1,1,三重県
3258,293.2,12000,3,0,1,1,1,福島県
3259,149.9,29000,8,0,1,1,1,群馬県
3260,133,41000,8,1,1,0,1,大阪府
3261,209.7,32000,5,0,1,1,1,滋賀県
3262,222.5,19000,4,0,1,0,1,神奈川県
3263,269.1,38000,4,0,1,1,1,千葉県
3264,254,17000,3,0,1,0,1,広島県
3265,250.1,53000,3,0,1,1,1,兵庫県
3266,96,89000,9,0,1,0,1,東京都
3267,175.3,49000,5,0,1,0,1,広島県
3268,284.6,11000,2,0,1,1,1,神奈川県
3269,191.1,24000,5,0,1,0,1,福岡県
3270,79.9,77000,13,0,1,0,1,北海道
3271,168,34000,7,0,1,0,1,東京都
3272,178.3,49000,5,0,1,0,1,鹿児島県
3273,136,56000,9,0,1,0,1,山口県
3274,297.4,15000,1,0,1,1,1,広島県
3275,170.4,43000,6,0,1,0,1,山口県
3276,42.8,96000,15,0,1,0,1,静岡県
3277,252.4,17000,4,0,1,0,1,広島県
3278,295.3,23000,3,0,1,1,1,福島県
3279,125.4,51000,11,0,1,0,1,大阪府
3280,285,13000,3,0,1,1,1,鹿児島県
3281,264.4,52000,3,0,1,1,1,兵庫県
3282,197.1,33000,5,0,1,1,1,神奈川県
3283,149.1,61000,7,0,1,0,1,大阪府
3284,229.2,86000,3,0,1,1,1,兵庫県
3285,244.3,22000,3,0,1,0,1,神奈川県
3286,129.8,31000,9,1,1,0,1,福岡県
3287,295,46000,3,0,1,1,1,北海道
3288,283.7,6000,3,0,1,1,1,神奈川県
3289,222.8,39000,4,0,1,0,1,岡山県
3290,136.8,71000,8,0,1,0,1,福岡県
3291,82.9,86000,10,0,0,0,1,大阪府
3292,252.6,27000,3,0,1,0,1,兵庫県
3293,218,25000,4,1,1,1,1,埼玉県
3294,79.9,57000,14,0,1,0,1,宮城県
3295,160.6,55000,6,0,1,1,1,群馬県
3296,234.8,32000,3,0,1,0,1,福岡県
3297,241.9,16000,3,0,1,0,1,広島県
3298,233.7,53000,3,0,1,1,1,兵庫県
3299,116.9,68000,10,0,1,1,1,静岡県
3300,335.8,10,0,0,1,1,1,三重県
3301,289.5,23000,2,0,1,1,1,鹿児島県
3302,254.7,29000,3,0,1,1,1,神奈川県
3303,262.8,20000,3,0,1,0,1,福岡県
3304,182.5,24000,7,0,0,0,1,岡山県
3305,295.6,6000,1,0,1,1,1,神奈川県
3306,265.7,48000,4,0,1,1,1,兵庫県
3307,234.5,18000,2,0,1,0,1,大阪府
3308,128.2,69000,10,0,1,0,1,埼玉県
3309,66,172000,11,0,1,1,1,愛知県
3310,298.2,100,1,0,1,1,1,愛知県
3311,139.7,94000,3,0,0,1,1,埼玉県
3312,272.3,46000,3,0,1,1,1,兵庫県
3313,278.8,36000,3,0,1,1,1,福岡県
3314,282.2,26000,3,0,1,1,1,大阪府
3315,135.6,30000,7,1,1,0,1,大阪府
3316,159.8,40000,7,0,1,0,1,奈良県
3317,184.6,24000,8,0,1,0,1,神奈川県
3318,130.9,70000,10,0,1,1,1,愛知県
3319,166.5,67000,8,0,1,1,1,岐阜県
3320,168.1,31000,7,0,1,0,1,神奈川県
3321,125.2,63000,10,0,1,1,1,兵庫県
3322,289.7,13000,3,0,1,1,1,広島県
3323,157.8,35000,9,0,1,1,1,神奈川県
3324,171.8,31000,7,0,1,0,1,埼玉県
3325,175.9,48000,5,0,1,0,1,広島県
3326,245.4,17000,4,0,1,1,1,神奈川県
3327,245.5,23000,4,0,1,0,1,神奈川県
3328,197.1,27000,5,0,1,1,1,神奈川県
3329,167.1,90000,6,0,1,1,1,愛知県
3330,141.1,97000,7,0,1,0,1,岡山県
3331,177.1,56000,7,0,1,0,1,神奈川県
3332,233.4,24000,7,0,1,1,1,鹿児島県
3333,100.6,124000,10,0,1,1,1,兵庫県
3334,151.9,43000,9,0,1,0,1,大阪府
3335,267.9,51000,3,0,1,1,1,岡山県
3336,260,16000,3,0,1,1,1,千葉県
3337,261.9,17000,3,0,1,1,1,愛知県
3338,254.9,17000,4,0,1,0,1,大阪府
3339,276.7,30000,3,0,1,1,1,兵庫県
3340,234.8,35000,3,0,1,0,1,福岡県
3341,288.5,28000,3,0,1,1,1,神奈川県
3342,277.5,19000,3,0,1,1,1,鹿児島県
3343,213,35000,5,0,1,1,1,愛知県
3344,162.7,32000,9,0,1,1,1,埼玉県
3345,269.3,26000,4,0,1,1,1,神奈川県
3346,280.3,16000,3,0,1,0,1,北海道
3347,114.4,102000,9,0,1,1,1,福岡県
3348,118.9,49000,10,0,1,0,1,埼玉県
3349,197.9,24000,5,0,1,0,1,神奈川県
3350,258.5,23000,4,0,1,1,1,高知県
3351,246.5,27000,4,0,1,0,1,兵庫県
3352,152.8,91000,4,0,1,0,1,北海道
3353,99.8,74000,10,0,1,0,1,茨城県
3354,278.7,34000,4,0,1,1,1,千葉県
3355,276.5,30000,3,0,1,1,1,石川県
3356,277.7,22000,3,0,1,1,1,兵庫県
3357,163.9,61000,7,0,1,0,1,愛知県
3358,161.8,64000,6,0,1,0,1,大阪府
3359,171.5,17000,8,0,1,0,1,広島県
3360,285.2,31000,3,0,1,1,1,広島県
3361,228.7,72000,3,1,1,1,1,大阪府
3362,236.7,49000,3,0,1,0,1,鳥取県
3363,284.5,25000,3,0,1,1,1,広島県
3364,284.5,17000,3,0,1,1,1,神奈川県
3365,214.4,22000,5,0,1,1,1,神奈川県
3366,284.5,15000,4,0,1,1,1,神奈川県
3367,270.1,43000,3,0,1,1,1,兵庫県
3368,197.5,65000,5,0,1,0,1,北海道
3369,104.5,85000,10,0,0,0,1,岡山県
3370,247.7,76000,3,0,1,1,1,兵庫県
3371,297.9,12000,2,0,1,1,1,埼玉県
3372,119.6,95000,10,0,1,1,1,埼玉県
3373,299.9,25000,2,0,1,1,1,埼玉県
3374,178,73000,6,0,1,1,1,山口県
3375,187,42000,8,0,1,0,1,群馬県
3376,293.3,12000,2,0,1,1,1,神奈川県
3377,188.1,38000,5,0,1,0,1,神奈川県
3378,250.8,37000,3,0,1,0,1,広島県
3379,284.3,9000,3,0,1,1,1,神奈川県
3380,266.8,13000,2,0,1,0,1,神奈川県
3381,259.8,12000,2,0,1,0,1,茨城県
3382,277.2,22000,3,0,1,1,1,神奈川県
3383,220.1,43000,5,0,1,1,1,福岡県
3384,168.7,36000,7,0,1,0,1,栃木県
3385,88,102000,9,0,1,0,1,大阪府
3386,295.9,18000,2,0,1,1,1,群馬県
3387,280.8,21000,3,0,1,1,1,滋賀県
3388,228.7,67000,3,1,1,1,1,大阪府
3389,308.7,27000,4,0,1,1,1,広島県
3390,218.7,18000,6,0,1,1,1,福岡県
3391,209.5,35000,6,0,1,1,1,埼玉県
3392,85,49000,11,0,1,0,1,大阪府
3393,209.7,35000,6,0,1,1,1,埼玉県
3394,96.3,162000,6,0,0,1,1,大阪府
3395,269.8,35000,4,0,1,1,1,滋賀県
3396,189.4,42000,5,0,1,0,1,神奈川県
3397,287.8,29000,3,0,1,1,1,広島県
3398,198.1,14000,5,0,1,0,1,神奈川県
3399,251.8,37000,3,0,1,0,1,広島県
3400,290.3,13000,3,0,1,1,1,神奈川県
3401,269.1,23000,2,0,1,0,1,福岡県
3402,287.9,15000,3,0,1,1,1,群馬県
3403,114.8,81000,10,1,1,1,1,福岡県
3404,138.1,50000,10,0,1,0,1,大阪府
3405,207.7,28000,5,0,1,0,1,滋賀県
3406,288.8,10000,4,0,1,1,1,三重県
3407,283.8,22000,3,0,1,1,1,滋賀県
3408,158.6,74000,6,0,1,0,1,鹿児島県
3409,310.1,34000,2,0,1,1,1,広島県
3410,239.7,54000,3,1,1,1,1,大阪府
3411,289.8,33000,3,0,1,1,1,滋賀県
3412,188.1,23000,5,0,1,0,1,神奈川県
3413,227.1,19000,5,0,1,1,1,神奈川県
3414,155.6,55000,7,0,1,1,1,愛知県
3415,165.9,50000,7,0,1,0,1,埼玉県
3416,80.1,122000,9,0,1,1,1,愛知県
3417,120.9,77000,10,0,1,1,1,福岡県
3418,127.9,75000,10,0,1,1,1,静岡県
3419,136.8,12000,10,1,1,1,1,長野県
3420,273.3,22000,4,0,1,0,1,広島県
3421,290.9,21000,3,0,1,1,1,広島県
3422,186.1,49000,6,0,1,0,1,岡山県
3423,294.4,16000,4,0,1,1,1,静岡県
3424,277.5,37000,4,0,1,1,1,鹿児島県
3425,295.4,21000,3,0,1,1,1,滋賀県
3426,127,51000,10,0,1,0,1,福岡県
3427,211.2,20000,5,0,1,0,1,埼玉県
3428,188.1,40000,6,0,1,0,1,神奈川県
3429,79.8,150000,11,0,0,1,1,愛媛県
3430,197.8,63000,7,0,1,0,1,福島県
3431,283.5,34000,3,0,1,1,1,神奈川県
3432,149.2,86000,8,0,1,1,1,岡山県
3433,215.8,30000,7,0,1,0,1,北海道
3434,278.3,4000,1,0,1,0,1,神奈川県
3435,66,84000,14,0,1,0,1,宮城県
3436,296.7,8000,3,0,1,1,1,神奈川県
3437,293.1,19000,3,0,1,1,1,岡山県
3438,194.8,50000,5,0,1,0,1,神奈川県
3439,228.6,33000,5,0,1,1,1,岡山県
3440,315.5,6000,1,0,1,1,1,埼玉県
